"100000","","0","STREAM","EXID_MMD_BOOKW_00020","0.5","","","","0","26","¿Un canal? Si tuviéramos un transbordador, podríamos dejarnos de caminatas."
"","","0","STREAM","EXID_MMD_NIER010_00060","0.5","","","","0","2","¿Y a ti qué más te da? ¡Tú levitas!"
"","","0","STREAM","EXID_MMD_BOOKW_00030","0.5","","","","0","26","¿Crees que me mantiene el viento? Yo también me canso."
"","","0","STREAM","EXID_MMD_NIER010_00070","0.5","","","","0","2","Anda... ¿En serio?"
"","","0","STREAM","EXID_MMD_BOOKW_00040","0.5","","","","0","26","¡Al menos intenta disimular la decepción!"
"100001","","4","STREAM","EXID_MMD_BOOKW_00080","0.5","","","","0","26","Me apuesto lo que sea a que sabe más de lo que dice sobre su esposa fugada."
"100002","","4","STREAM","EXID_MMD_NIER010_00150","0.5","","","","0","2","A mí también me genera curiosidad, pero tenemos que centrarnos en encontrarla."
"100003","","4","STREAM","EXID_MMD_BOOKW_00090","0.5","","","","0","26","Si de verdad ha abandonado esta bonita aldea, encontrarla va a ser complicado."
"","","4","STREAM","EXID_MMD_NIER010_00230","0.5","","","","0","2","Solo espero que no la hayan atacado las Sombras, ni nada por el estilo..."
"100004","","0","STREAM","EXID_MMD_BOOKW_00100","0.5","","","","0","26","Mmm... Hay algo raro en esa Sombra."
"100005","","0","STREAM","EXID_MMD_BOOKW_00110_1","0.5","","","","0","26","No creo que la mujer del zurrón rojo pudiera llegar tan lejos."
"","","0","STREAM","EXID_MMD_BOOKW_00110_2","0.5","","","","0","26","Quizá deberíamos buscar en las llanuras del sur."
"100006","","0","STREAM","EXID_MMD_BOOKW_00120","0.5","","","","0","26","Esa Sombra ha soltado algo. Volvamos a recogerlo."
"100007","","4","STREAM","EXID_MMD_BOOKW_20010","0.5","","","","0","26","Madre mía, ha sido agotador..."
"","","4","STREAM","EXID_MMD_NIER010_00440","0.5","","","","0","2","Qué me vas a contar. En fin, vamos a avisar a Popola."
"100008","","0","STREAM","EXID_MMD_BOOKW_00320","0.5","","","","0","26","La pareja del zurrón rojo era de lo más peculiar."
"","","0","STREAM","EXID_MMD_BOOKW_00330","0.5","","","","0","26","Resulta increíble que su relación sobreviva a discusiones de esa envergadura."
"","","0","STREAM","EXID_MMD_NIER010_00450","0.5","","","","0","2","Bueno, por lo menos al final parecían bastante felices."
"","","0","STREAM","EXID_MMD_NIER010_00460","0.5","","","","0","2","Tal vez ese sea el secreto de la felicidad: compartir cualquier sentimiento."
