"1000","","4","STREAM","EID_3000_a0015g_0010_BOOKW010_X","0.5","","","","0","26","Chega de brincadeiras!"
"1001","","4","STREAM","EID_3000_a0030_0063_BOOKW010_X_1","0.5","","","","0","26","Nós perdemos muito tempo com isso."
"","","4","STREAM","EID_3000_a0030_0064_NIER020_X","0.5","","","","0","2","...Sim."
"1002","","4","STREAM","EID_3100_a0015g_0010_SNOW010_X1","0.5","","","","0","35","Se essa sala realmente contém o poder de controlar toda a magia,"
"","","4","STREAM","EID_3100_a0015g_0010_SNOW010_X2","","","","","0","35"," Eu posso usá-lo para curar meus olhos."
"","","4","STREAM","EID_3100_a0015g_0020_BOOKW010_X","1.5","","","","0","26","Se pudéssemos curar Emil e Kainé ao mesmo tempo, seria uma grande conquista. Matar dois coelhos com uma, er...cajadada...como dizem."
"","","4","STREAM","EID_3100_a0015g_0030_SNOW010_X","0.5","","","","0","35","Uau, Weiss. Eu não sabia que você se importava."
"","","4","STREAM","EID_3100_a0015g_0040_BOOKW010_X","0.5","","","","0","26","Talvez esse livro esteja ficando um pouco sentimental em sua velhice!"
"1003","","4","STREAM","EID_3100_a0015g_0050_SNOW010_X","0.5","","","","0","35","Deve estar por aqui em algum lugar..."
"1004","","4","STREAM","RA_EID_3100_a0027g_0010_BOOKW010_Y","3","","","","0","26",""
"","","4","STREAM","RA_EID_3100_a0027g_0020_NIER020_X","3","","","","0","2",""
"1005","","4","STREAM","RA_EID_3100_a0027g_0030_BOOKW010_Y","3","","","","0","26",""
"1006","","4","STREAM","RA_EID_3100_a0027g_0040_NIER020_X","3","","","","0","2",""
"1007","1008","4","STREAM","EID_3100_a0065g_0040_BOOKW010_X","0.5","","","","0","26","Guarde sua arma! Um golpe físico certamente machucaria o menino!"
"1008","","3","STREAM","EID_3100_a0065g_0050_BOOKW010_X","0.5","","","","0","26","Devemos usar magia para derrotar essa fera!"
"1009","","3","STREAM","EID_3100_a0065g_0060_BOOKW010_Y","0.5","","","","0","26",""
"","","3","STREAM","EID_3100_a0065g_0070_NIER020_X","0.5","","","","0","2",""
"1010","1011","4","STREAM","EID_3100_a0065g_0080_NIER020_X","0.5","","","","0","2","Emil! Estamos indo atrás de você!"
"1011","","4","STREAM","EID_3100_a0065g_0090_BOOKW010_X","0.5","","","","0","26","Volte para nós!"
"1012","","4","STREAM","EID_3100_a0085g_0010_SNOW020_X","0.5","","","","0","35","Não! Não! Não olhe para mim!"
"","","4","STREAM","EID_3100_a0082_0090_NIER020_X","0.5","","","","0","2","Emil, o que há de errado?"
"","","4","STREAM","EID_3100_a0082_0100_SNOW020_X","0.5","","","<CB=snow_Radio_End>","0","35","Fique longe!"
"1013","","4","STREAM","EID_3100_a0065g_01_BOOKW010_X","0.5","","","","0","26","Depressa! Ainda há tempo para salvá-lo!"
"","","4","STREAM","EID_3100_a0065g_02_NIER020_X","0.5","","","","0","2","Eu sei que há!"
"1014","","4","STREAM","EID_3200_a0035g_0010_BOOKW010_X","1","","","","0","26","Que raiva essa criatura deve ter! Como ela sobreviveu nos últimos cinco anos?!"
"","","4","STREAM","EID_3200_a0035g_0020_NIER020_X","0.5","","","","0","2","Não vou deixar isso acontecer novamente. Ela morre hoje!"
"1015","","4","STREAM","EID_3200_a0035g_0030_NIER020_X","0.5","","","","0","2","Minha espada parece mais leve!"
"","","4","STREAM","EID_3200_a0035g_0040_BOOKW010_X","0.5","","","<CB=LIB_Reset_PlayerSide_LevelCap_for_BossRadio>","0","26","Não é a lâmina, mas a habilidade do usuário! Bata nela!"
"1016","","4","STREAM","EID_4000_a0010g_0001_NIER020_X","3","","","","0","2","O caminho acima da entrada para o distrito comercial deve me levar ao cais."
"1017","","4","STREAM","EID_4030_a0045_0051_BOOKW010_X","0.5","","","","0","26","O Lixão... Talvez devêssemos falar com os irmãos."
"","","4","STREAM","EID_4030_a0045_0052_BOOKW010_X","0.5","","","","0","26","Eles podem saber algo sobre isso."
"1018","","4","STREAM","EID_4030_a0075g_0010_BOOKW010_X","0.5","","","","0","26","É uma pena sobre o rapaz mais velho. Ele era apenas uma criança."
"","","4","STREAM","EID_4030_a0075g_0021_NIER020_X","0.5","","","","0","2","Parece que ele entrou em uma área perigosa pelo bem do negócio."
"1019","","3","STREAM","EID_4030_a0075g_0030_NIER020_X","0.5","","","","0","2",""
"","","3","STREAM","EID_4030_a0075g_0040_BOOKW010_Y","0.5","","","","0","26",""
"1020","","4","STREAM","EID_4030_a0075g_0050_BOOKW010_X","1","","","","0","26","O irmão mais velho adiou sua alegria pelo bem do irmão mais novo. Você acha que ele era realmente feliz?"
"","","4","STREAM","EID_4030_a0075g_0060_NIER020_X","1","","","","0","2","Apenas fazer seu irmãozinho feliz teria sido suficiente. É assim que é ser um irmão mais velho."
"1021","","4","STREAM","RA_EID_4030_a0075g_040_010","3"," ","","","0","2",""
"1022","","4","TIME","EID_4030_a0087g_0010_0010_Y","3","","","","0","2",""
"1023","","4","STREAM","EID_4030_a0087g_0010_SNOW020_X","1","","","","0","35","Nunca ouvi falar de uma Sombra vivendo com uma máquina. Sobre o que é isso?"
"","","4","STREAM","EID_4030_a0087g_0020_NIER020_X","1","","","","0","2","Não sei, não me importo. Tudo o que importa é que matemos ambos."
"1024","","4","STREAM","EID_4030_a0095g_0010_NIER020_X","0.5","","","","0","2","Parece que os encontramos."
"","","4","STREAM","EID_4030_a0095g_0020_BOOKW010_X","0.5","","","","0","26","Meu Deus, é enorme!"
"","","4","STREAM","EID_4030_a0095g_0030_P33010_X","0.05","","","","0","57","Intruso detectado. Escaneando... Escaneando... Exterminando."
"1025","","4","STREAM","EID_4030_a0095g_0040_MMCLEO_Y","0.05","","","","1","55","Faça, Beepy! Bata neles com força!"
"","","4","STREAM","EID_4030_a0095g_0050_KAINE010_X","0.5","","","","0","28","Olhe para a Sombra!"
"1026","","4","STREAM","EID_4030_a0095g_0060_BOOKW010_X","0.5","","","","0","26","Aquela coisa está comandando o robô de alguma forma!"
"","","4","STREAM","EID_4030_a0095g_0070_SNOW020_X","0.5","","","","0","35","Aponte para as pernas! Derrube-o!"
"1027","","4","STREAM","EID_4030_a0095g_0080_KAINE010_X","0.5","","","","0","28","Elimine a Sombra!"
"1028","","4","STREAM","EID_4030_a0095g_0090_P33010_X","0.05","","","","0","57","Exterminando...ando...ando...ando...ando..."
"","","4","STREAM","EID_4030_a0095g_0100_MMCLEO_Y","0.03","","","","1","55","Beepy, espere! Isso é o suficiente!"
"","","4","STREAM","EID_4030_a0095g_0110_MMCLEO_Y","0.05","","","","1","55","Você será destruído se continuar lutando!"
"","","4","STREAM","EID_4030_a0095g_0120_P33010_X","0.05","","","","0","57","Devo... defender... Minha... missão..."
"","","4","STREAM","EID_4030_a0095g_0130_MMCLEO_Y","0.05","","","","1","55","Não! Eu não posso viver sem você!"
"","","4","STREAM","EID_4030_a0095g_0140_MMCLEO_Y","0.05","","","","1","55","Eu não quero ficar sozinho novamente!"
"","","4","STREAM","EID_4030_a0095g_0150_KAINE010_X","0.5","","","<CB=LIB_Reset_PlayerSide_LevelCap_for_BossRadio,0>","0","28","Não, droga! Isso é uma Sombra... É uma Sombra!"
"","","4","STREAM","EID_4030_a0095g_0160_TYRANN_X","0.5","","","<CB=LIB_Reset_PlayerSide_LevelCap_for_BossRadio>","1","58","Kah hah hah hah hah! Mate-o! MATE-O! Sinta o ódio dentro de você!"
"1029","","4","STREAM","EID_4030_a0105g_0001_NIER020_X","0.5","","","","0","2","Essa coisa pode se transformar!?"
"1030","","4","STREAM","EID_4030_a0105g_0020_MMCLEO_Y","0.05","","","","1","55","Beepy! O que você está fazendo?"
"","","4","STREAM","EID_4030_a0105g_0030_P33010_X","0.05","","","","0","57","Escape, escape, escape, escape..."
"","","4","STREAM","EID_4030_a0105g_0040_P33010_X","0.05","","","","0","57","Vá...veja o mundo-do-do-do."
"1031","","4","STREAM","RID_MMCLEO_00230","0.03","","","","1","55","Espere! Não! Você pode parar agora! Você já fez o suficiente!"
"1032","","4","STREAM","EID_4030_a0105g_0060_P33010_X","0.05","","","","0","57","Deve proteger... Deve lutar..."
"1033","1034","4","STREAM","RID_MMCLEO_00240","0.05","","","","1","55","Pare! Beepy é meu melhor amigo no mundo todo! Pare de machucá-lo!"
"1034","","4","STREAM","EID_4030_a0105g_0080_P33010_X","0.05","","","<CB=LIB_Reset_PlayerSide_LevelCap_for_BossRadio>","0","57","Erro-r-r-r-r-r..."
"1035","","4","STREAM","EID_4030_a0130_0031_BROTHY020_X","1","","","","0","36","Você tirou tudo de mim! Você matou meu irmão... Você matou minha mãe! Se não fosse por você, eles ainda estariam VIVOS!"
"1036","","4","STREAM","EID_4100_a0020g_0010_BOOKW010_X","0.5","","","","0","26","Isso é tudo muito fácil!"
"1037","","4","STREAM","EID_4100_a0020g_0020_NIER020_X","0.5","","","","0","2","Você está me dizendo."
"1038","","4","STREAM","EID_4100_a0020g_0030_MMYG_Y","3","","","","1","31","Volte! Volte!"
"","","4","STREAM","EID_4100_a0020g_0040_KAINE010_X","0.5","","","","0","28","O que há com esses caras?"
"","","4","STREAM","EID_4100_a0020g_0045_BOOKW010_X","0.5","","","","0","26","Certamente não são Sombras comuns do seu jardim."
"","","4","STREAM","EID_4100_a0020g_0050_KAINE010_X","0.5","","","","0","28","Seus corpos não estão totalmente funcionais."
"","","4","STREAM","EID_4100_a0020g_0060_TYRANN_X","1","","","","1","58","Diga, eu já ouvi falar disso! Uma área amaldiçoada onde Sombras incompletas se reúnem!"
"1039","1040","4","STREAM","EID_4100_a0040g_0010_NIER020_X","0.5","","","","0","2","Kainé? Emil? Vejam, a partir de agora, eu vou dormir lá fora com vocês."
"","","4","STREAM","EID_4100_a0040g_0020_SNOW020_X","0.5","","","","0","35","Por quê?"
"","","4","STREAM","EID_4100_a0040g_0030_NIER020_X","1","","","","0","2","Eu não posso aceitar que vocês não seja permitidos na vila. É estúpido isso."
"","","4","STREAM","EID_4100_a0040g_0040_SNOW020_X","1","","","","0","35","Então você está fazendo um protesto? Divertido!"
"","","4","STREAM","EID_4100_a0040g_0050_KAINE010_X","0.35","","","","0","28","Não perca seu tempo."
"","","4","STREAM","EID_4100_a0040g_0060_NIER020_X","1","","","","0","2","Mas é que isso parece...errado."
"","","4","STREAM","EID_4100_a0040g_0070_SNOW020_X","1","","","","0","35","Bem, isso é muito gentil da sua parte, mas você ainda não precisa ficar aqui fora conosco."
"1040","","4","STREAM","EID_4100_a0040g_0080_BOOKW010_X","0.5","","","","0","26","Emil..."
"","","4","STREAM","EID_4100_a0040g_0090_SNOW020_X","1","","","","0","35","Você tem uma missão super importante! Não pode dormir na chuva - e se pegar um resfriado?"
"","","4","STREAM","EID_4100_a0040g_0100_SNOW020_X","1","","","","0","35","Além disso, eu gosto de acampar com Kainé! Às vezes, nos sentamos ao redor da fogueira e contamos histórias ou assamos..."
"","","4","STREAM","EID_4100_a0040g_0110_KAINE010_X","0.5","","","","0","28","Emil, chega disso! ... Eu tenho uma imagem foda para manter."
"","","4","STREAM","EID_4030_a0087_0140_NIER020_X_1","0.5","","","","0","2","............"
