"1000","","0","2","0","RID_FRHEAD_00010","","","","","-1","0","0","0","127","Cuidado..."
"","","0","1","0","RID_FRHEAD_00020","","","","","-1","0","0","0","127","Cuidado... com as pal...avras..."
"","","0","1","0","EID_1500_a0020g_0080_X","","","","","-1","0","-1","0","2","As palavras? O que você quer dizer?"
"","","0","1","0","RID_FRHEAD_00030","","","","","-1","0","0","0","127","Palavras...contagiosas..."
"","","0","1","0","RID_FRHEAD_00040","","","","","-1","0","0","0","127","Aqueles...que...sonham..."
"","","0","1","0","EID_1500_a0020g_0110_X","","","","<CB=LIB_SET_CLOSE_2D_GAUGE><LF><CB=CHANGE_WINDOW_SIZE,1,1362,1018>","-1","0","-1","0","2","Aqueles que sonham?"
"1001","","0","1","0","RID_NIER_00120_NIER010","","","","","-1","0","-1","0","2","Oi!"
"","","0","1","0","EID_1500_a0020g_0020_X","","","","<CB=EID_1500_a0020g_0020_End>","-1","0","0","0","74","......"
"1002","","0","1","0","EID_1500_a0020g_0020_X","","","","<CB=EID_1500_a0020g_0020_02_End>","-1","0","0","0","74","......"
"1003","","0","1","0","RID_NIER_00090","","","","","-1","0","-1","0","2","Um...olá?"
"","","0","1","0","EID_1500_a0020g_0040_X","","","","","-1","0","0","0","8","......"
"","","0","1","0","EID_1500_a0020g_0050_X","","","","<CB=EID_1500_a0020g_0030_End>","-1","0","0","0","26","Realmente ""brilhante e alegre"", Popola."
"1004","","0","1","0","EID_1500_a0020g_0040_X","","","","<CB=EID_1500_a0020g_0030_02_End>","-1","0","0","0","8","......"
"1005","","0","1","0","RID_FRHEAD_00050","","","<CB=SET_ACTOR_PAUSE_ON,1362>","","0","-1","1362","0","127","Oh, muito obrigado!"
"","","0","1","0","RID_FRHEAD_00060","","","","","0","-1","1362","0","127","Agora eu finalmente posso voltar para uma vida normal."
"","","0","1","0","EID_1500_a0107_0030_X","","","","","0","1362","1025","0","26","Esta é uma das doenças mais bizarras que já encontrei."
"","","0","1","0","RID_FRHEAD_00070","","","","<CB=EID_1500_a0020g_0010_End>","0","-1","1362","0","127","Eu sei. É por isso que temos que ajudar os outros aldeões, não importa o que aconteça."
"1006","","0","1","0","RID_FRHEAD_00060","","","","","0","-1","1362","0","127","Agora eu finalmente posso voltar para uma vida normal."
"","","0","1","0","EID_1500_a0107_0030_X","","","","","0","1362","1025","0","26","Esta é uma das doenças mais bizarras que já encontrei."
"","","0","1","0","RID_FRHEAD_00070","","","","","0","-1","1362","0","127","Eu sei. É por isso que temos que ajudar os outros aldeões, não importa o que aconteça."
"1007","","0","2","0","EID_9999_NoSound","","","","","-1","0","0","0","74","......"
"","","0","1","0","EID_1599_a0108_0020_X","","","","","-1","0","-1","0","2","Essa pessoa também deve estar sonhando."
"","","0","1","0","EID_1599_a0108_0030_X","","","","<CB=C_FOREST_FIELD_DREAM_CB_Start,0>","-1","0","0","0","26","Parece que sim."
"1008","","0","1","0","EID_1599_a0108_0040_X","","","<CB=EID_1500_a0108_0010_SN>","","-1","0","-1","0","2","Não posso dizer que estou muito animado para voltar lá - esse mundo dos sonhos meio que me dá arrepios."
"","","0","1","0","EID_1599_a0108_0050_X","","","","","-1","0","0","0","26","Talvez você deva gastar menos tempo reclamando e mais tempo cumprindo a missão!"
"","","0","1","0","EID_1599_a0108_0060_X","","","","<CB=LIB_SET_CLOSE_2D_GAUGE><LF><CB=BG_AND_ENV_FADE_OUT><LF><CB=CHANGE_WINDOW_SIZE,9,1363,1059>","-1","0","-1","0","2","Sim, sim..."
"1009","","0","1","0","EID_1500_a0112_0010_X","","","<CB=SET_ACTOR_PAUSE_ON,1363>","","-1","0","0","0","2","......"
"","","0","1","0","EID_1500_a0112_0020_X","","","","","-1","0","0","0","26","......"
"","","0","1","0","EID_1500_a0112_0030_X","","","","","-1","0","0","0","2","Você tem algo a dizer sobre isso?"
"","","0","1","0","EID_1500_a0112_0040_X","","","","","-1","0","0","0","26","Espero que não haja labirinto da próxima vez!"
"","","0","1","0","EID_1500_a0112_0050_X","","","","<CB=EID_1500_a0108_0010_End>","-1","0","0","0","2","Entendi."
"1010","","0","2","0","EID_1500_a0114_0010_X","","","","<CB=C_FOREST_FIELD_DREAM_CB_Start,1>","-1","0","0","0","26","E outra vítima... Este trabalho certamente é cansativo."
"1011","","0","1","0","EID_1500_a0114_0020_X","","","","","-1","0","0","0","2","Eu achei que um livro como você estaria interessado em todas essas coisas de palavras, Weiss."
"","","0","1","0","EID_1500_a0114_0030_X","","","","<CB=LIB_SET_CLOSE_2D_GAUGE><LF><CB=BG_AND_ENV_FADE_OUT><LF><CB=CHANGE_WINDOW_SIZE,9,1364,1086>","-1","0","0","0","26","Até eu tenho minhas exceções. Agora vamos embora."
"1012","","0","1","0","EID_1500_a0122_0010_X","","","<CB=SET_ACTOR_PAUSE_ON,1364>","","-1","0","0","0","26","......"
"","","0","1","0","EID_1500_a0122_0020_X","","","","","-1","0","0","0","2","Aquilo foi difícil."
"","","0","1","0","EID_1500_a0122_0030_X","","","","","-1","0","0","0","26","Tenho certeza de que já vi aquele lugar antes."
"","","0","1","0","EID_1500_a0122_0040_X","","","","<CB=EID_1500_a0118_0010_End>","-1","0","0","0","2","Ok, já chega. Não quero que você fique estranho comigo também."
"1013","","0","1","0","EID_1500_a1025_0010_X","","","<CB=SET_ACTOR_PAUSE_ON,1364>","","-1","0","0","0","26","......"
"","","0","1","0","EID_1500_a1025_0020_X","","","","","-1","0","0","0","2","......"
"","","0","1","0","EID_1500_a1025_0030_X","","","","","-1","0","0","0","26","............"
"","","0","1","0","EID_1500_a1025_0040_X","","","","","-1","0","0","0","2","............"
"","","0","1","0","EID_1500_a1025_0050_X","","","","","-1","0","0","0","26","Parece que falhamos."
"","","0","1","0","EID_1500_a1025_0060_X","","","","","-1","0","0","0","2","Sim."
"","","0","1","0","EID_1500_a1025_0070_X","","","","","-1","0","0","0","26","Devemos agir com mais cuidado da próxima vez."
"","","0","1","0","EID_1500_a1025_0080_X","","","","<CB=EID_1500_a0118_0010_Bad>","-1","0","0","0","2","Este é o pior trabalho de todos."
"1014","","0","1","0","EID_1500_a0200_0010_X","","","","","-1","0","0","0","2","Ok. Pronto. Agora todos os aldeões podem acordar, certo?"
