"1000","2","20","4294967295","0","2","0","2","0.5","0.5","0","(Il cibo di Yonah è... interessante.)"
"","2","20","4294967295","3","5","3","5","0.5","0.5","0","(In questo ha preso sicuramente dalla mamma...)"
"1001","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","Il mattino seguente..."
"1002","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","La notte prima del matrimonio..."
"1003","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","Il giorno del matrimonio"
"1004","3","26","4294967295","0","5","0","5","0.5","0.5","0","1.412 anni nel futuro..."
"1005","2","26","4294967295","0","7.281","0","7.281","0.5","0.25","0","Il nostro mondo sta morendo. Intere popolazioni continuano a essere sterminate<LF>e pestilenze e malattie ormai attanagliano ogni angolo di questo pianeta."
"","2","26","4294967295","8.6","14.5","8.6","14.5","0.25","0.25","0","Come se non bastasse, dei mostri chiamati Ombre si aggirano per il mondo, minacciando le nostre vite."
"","2","26","4294967295","15.336","19.832","15.336","19.832","0.25","0.25","0","Ma non mi lascerò distrarre."
"","2","26","4294967295","21.043","25.85","21.043","25.85","0.25","0.25","0","Mia sorella è malata e l'unico scopo della mia vita è garantire la nostra sopravvivenza."
"","2","26","4294967295","27.234","31.357","27.234","31.357","0.25","0.25","0","Non è facile per due ragazzi vivere soli."
"","2","26","4294967295","31.532","36.597","31.532","36.597","0.25","0.25","0","Ma gli abitanti del villaggio sono stati generosi con noi e, nonostante tutto, sento che staremo bene."
"","2","26","4294967295","37.723","43.365","37.723","43.365","0.25","0.25","0","... Dobbiamo per forza. Non abbiamo altra scelta."
"1006","2","26","4294967295","16.83","22.24","19","22.5","0.5","0.25","0","Uff... Che stanchezza..."
"","2","26","4294967295","22.6","29.8","25","29","0.25","0.25","0","Le scale sono... difficili per le mie vecchie ossa..."
"","2","26","4294967295","30.2","36.76","31","35","0.25","0.25","0","Ma... se dovesse tornare proprio oggi?"
"","2","26","4294967295","36.76","41.8","36.428","39.057","0.25","0.25","0","Non posso lasciare il faro spento..."
"1007","2","26","4294967295","16.951","22.635","16.3","20.5","0.25","0.25","0","Qualche tempo fa, ho salvato un ragazzino del villaggio da un branco di lupi."
"","2","26","4294967295","22.849","25.816","21.8","25","0.25","0.25","0","Da allora, mi hanno accolta a braccia aperte."
"","2","26","4294967295","26.361","31.183","26.3","29.683","0.25","0.25","0","Dev'essere proprio un postaccio se hanno accolto me, eh?"
"","2","26","4294967295","31.795","35.888","31.2","35","0.25","0.25","0","Comunque, non capisco niente di quello che dicono, quindi non c'è da esaltarsi."
"1008","2","26","4294967295","0.615","4.31","1.2","3.5","0.25","0.25","0","Sono passati cinque anni da quando hanno rapito mia sorella."
"","2","26","4294967295","5.253","7.822","5.4","7.8","0.25","0.25","0","E io ho passato ogni secondo a cercarla."
"","2","26","4294967295","8.036","11.268","8.036","10","0.25","0.25","0","Ma non ho trovato altro che disperazione e dolore."
"","2","26","4294967295","12.144","17.762","12.7","18.2","0.25","0.25","0","Il mondo sta morendo. Presto, tra le Ombre e la Necrografia, non ci sarà più nessuno ad abitarlo."
"","2","26","4294967295","18.307","23.328","19.3","23.328","0.25","0.25","0","Lo scopo della mia vita è cacciare le Ombre."
"","2","26","4294967295","24.138","30.087","25.3","30.2","0.25","0.25","0","Un giorno, troverò un indizio che mi condurrà<LF>dal Signore delle Ombre. Devo credere che succederà."
"1009","3","26","4294967295","0","3","0","3","2","2","0","Sogni di Kainé: discriminazione"
"1010","3","26","4294967295","0","2","0","2","0.5","0.5","0","Miscelazione..."
"1011","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","Due giorni dopo..."
"1012","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","Una settimana dopo..."
"1013","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","Il giorno seguente..."
"1014","1","26","4294967295","0","5","0","5","1","1","0","Questo è il mondo dell'involucro riciclato, creato per impedire la completa distruzione."
"","1","26","4294967295","7","12","7","12","1","1","0","La Necrografia. Un destino perduto.<LF>Un libro bianco. Una falsa verità."
"","1","26","4294967295","14","19","14","19","1","1","0","Soldati di sale che invocano la morte bianca.<LF>Il loro nome è Legione: coloro che hanno portato l'oscurità nel mondo."
"","1","26","4294967295","21","26","21","26","1","1","0","Il corpo del drago ha portato la morte nel mondo, accordandogli il potere della magia."
"","1","26","4294967295","28","33","28","33","1","1","0","La malattia oscura macchia il futuro. Il viaggio per tornare a recipienti senz'anima."
"","1","26","4294967295","35","40","35","40","1","1","0","L'apocalisse ha creato due mondi:<LF>uno senza il giorno e l'altro senza la notte."
"","1","26","4294967295","42","47","42","47","1","1","0","Nero e bianco. Tredici patti. Le forme dei recipienti vacillano mentre attraversano il tempo e lo spazio."
"","1","26","4294967295","49","54","49","54","1","1","0","La canzone dell'uomo è stata spazzata via. Al suo posto, l'urlo di una creatura disumana."
"","1","26","4294967295","56","61","56","61","1","1","0","Cielo e drago cadono uniti nel giorno della fine del mondo."
"","1","26","4294967295","63","68","63","68","1","1","0","Il sacerdote-marionetta raccoglie le preghiere maledette e lucida il recipiente."
"","1","26","4294967295","70","75","70","75","1","1","0","Finché esisterà il ricordo e l'umanità avrà speranza,<LF>una battaglia sanguinosa sarà combattuta per il sacro <LF>dominio del corpo."
"","1","26","4294967295","77","82","77","82","1","1","0","Stolto umano.<LF>Stolto umano.<LF>Stolto umano.<LF><LF>Stolto recipiente."
"","1","26","4294967295","84","89","84","89","1","1","0","Tutto si paga. Tutto è sacrificio."
"","1","26","4294967295","91","96","91","96","1","1","0","Non riportare la luce.<LF>Non riportare il recipiente.<LF>Non riportare il futuro.<LF>Non riportare nulla."
"","1","26","4294967295","98","103","98","103","1","1","0","Ogni raggio di luce è un invito alla morte."
"1015","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","Due giorni dopo..."
"1016","1","26","4294967295","1.16","4.69","1.16","4.69","1","1","0","Kainé si risveglia dal suo sonno pietrificato..."
"","1","26","4294967295","6.12","8.8","6.12","8.8","1","1","0","La gentilezza tenace di Emil..."
"","1","26","4294967295","10.25","15.12","10.25","15.12","1","1","0","Il nostro ricongiungimento tanto atteso è stato gioioso."
"","1","26","4294967295","16.76","22","16.76","22","1","1","0","Almeno finché Devola e Popola non l'hanno rovinato."
"1017","1","26","4294967295","2.39","6.6","2.39","6.6","1","1","0","Non ho dormito molto quella notte."
"","1","26","4294967295","7.95","12.28","7.95","12.28","1","1","0","Per la prima volta in vita mia, ho odiato Devola."
"","1","26","4294967295","13.65","17.64","13.65","17.64","1","1","0","Per la prima volta in vita mia, ho dubitato di Popola."
"","1","26","4294967295","18.98","23.49","18.98","23.49","1","1","0","Ma, alla fine, questi sentimenti sono inutili."
"","1","26","4294967295","24.86","31.1","24.86","31.1","1","1","0","Quello che hanno detto e fatto è stato solo per il villaggio."
"","1","26","4294967295","32.4","37.5","32.4","37.5","1","1","0","Per proteggerlo dall'orrore delle Ombre."
"","1","26","4294967295","38.9","41.9","38.9","41.9","1","1","0","......"
"","1","26","4294967295","43.3","47.8","43.3","47.8","1","1","0","Davvero, come posso odiare Devola e Popola?"
"","1","26","4294967295","49","53","49","53","1","1","0","Alla fine, ci assomigliamo."
"","1","26","4294967295","54","58.3","54","58.3","1","1","0","Perché non mi sono mai fermato a riflettere sulla situazione di Kainé e Emil..."
"1018","3","26","4294967295","0","3","0","3","2","2","0","Sogni di Kainé: vita quotidiana"
"1019","3","26","4294967295","0","3","0","3","2","2","0","Sogni di Kainé: separazione"
"1020","3","26","4294967295","0","3","0","3","2","2","0","Sogni di Kainé: incontro"
"1021","3","26","4294967295","0","5","0","5","0.5","0.5","0","Cinque anni dopo..."
"1022","1","26","4294967295","0","5","0","5","1","1","0","Questo è il mondo dell'involucro riciclato, creato per impedire la completa distruzione."
"1023","1","26","4294967295","0","5","0","5","1","1","0","La Necrografia. Un destino perduto.<LF>Un libro bianco. Una falsa verità."
"1024","1","26","4294967295","0","5","0","5","1","1","0","Soldati di sale che invocano la morte bianca.<LF>Il loro nome è Legione: coloro che hanno portato l'oscurità nel mondo."
"1025","1","26","4294967295","0","5","0","5","1","1","0","Il corpo del drago ha portato la morte nel mondo, accordandogli il potere della magia."
"1026","1","26","4294967295","0","5","0","5","1","1","0","La malattia oscura macchia il futuro. Il viaggio per tornare a recipienti senz'anima."
"1027","1","26","4294967295","0","5","0","5","1","1","0","L'apocalisse ha creato due mondi:<LF>uno senza il giorno e l'altro senza la notte."
"1028","1","26","4294967295","0","5","0","5","1","1","0","Nero e bianco. Tredici patti. Le forme dei recipienti vacillano mentre attraversano il tempo e lo spazio."
"1029","1","26","4294967295","0","5","0","5","1","1","0","La canzone dell'uomo è stata spazzata via. Al suo posto, l'urlo di una creatura disumana."
"1030","1","26","4294967295","0","5","0","5","1","1","0","Cielo e drago cadono uniti nel giorno della fine del mondo."
"1031","1","26","4294967295","0","5","0","5","1","1","0","Il sacerdote-marionetta raccoglie le preghiere maledette e lucida il recipiente."
"1032","1","26","4294967295","0","5","0","5","1","1","0","Finché esisterà il ricordo e l'umanità avrà speranza,<LF>una battaglia sanguinosa sarà combattuta per il sacro <LF>dominio del corpo."
"1033","1","26","4294967295","0","5","0","5","1","1","0","Stolto umano.<LF>Stolto umano.<LF>Stolto umano.<LF><LF>Stolto recipiente."
"1034","1","26","4294967295","0","5","0","5","1","1","0","Tutto si paga. Tutto è sacrificio."
