"1000","2","20","4294967295","0","2","0","2","0.5","0.5","0","요나의 요리는…… 너무나도 강렬했다……"
"","2","20","4294967295","3","5","3","5","0.5","0.5","0","이런 것까지 엄마를 닮지 않아도 되는데."
"1001","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","다음 날 아침"
"1002","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","결혼식 전날 밤"
"1003","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","결혼식 당일"
"1004","3","26","4294967295","0","5","0","5","0.5","0.5","0","1412년 후"
"1005","2","26","4294967295","0","7.281","0","7.281","0.5","0.25","0","지금, 계속 줄어드는 인구와 만연한 괴질이<LF>전 세계의 골칫거리……라고 한다."
"","2","26","4294967295","8.6","14.5","8.6","14.5","0.25","0.25","0","『마물』이라고 불리는 검은 괴물도<LF>사람들의 생활을 위협하게 되었다."
"","2","26","4294967295","15.336","19.832","15.336","19.832","0.25","0.25","0","하지만 내가 걱정하는 것은 단 하나."
"","2","26","4294967295","21.043","25.85","21.043","25.85","0.25","0.25","0","여동생 요나와 함께<LF>오늘 살아남을 수 있을지 없을지다."
"","2","26","4294967295","27.234","31.357","27.234","31.357","0.25","0.25","0","아이들끼리 살아가자니 여러모로 힘들지만,"
"","2","26","4294967295","31.532","36.597","31.532","36.597","0.25","0.25","0","좋은 사람들이 많은 이 마을에서라면<LF>어떻게든 헤쳐 나갈 수 있을 것 같다."
"","2","26","4294967295","37.723","43.365","37.723","43.365","0.25","0.25","0","아니…… 헤쳐 나가야만 한다. 요나를 위해서라도."
"1006","2","26","4294967295","16.83","22.24","19","22.5","0.5","0.25","0","후……정말 힘드네."
"","2","26","4294967295","22.6","29.8","25","29","0.25","0.25","0","휴, 이 나이에 계단을 오르자니 힘들구먼."
"","2","26","4294967295","30.2","36.76","31","35","0.25","0.25","0","하지만…… 오늘은 그 사람이 돌아올지도 모르니."
"","2","26","4294967295","36.76","41.8","36.428","39.057","0.25","0.25","0","등대의 불빛을 끈 채로 둘 수는 없지."
"1007","2","26","4294967295","16.951","22.635","16.3","20.5","0.25","0.25","0","옛날에 이 근처에서 늑대들로부터<LF>어린아이를 구한 적이 있어."
"","2","26","4294967295","22.849","25.816","21.8","25","0.25","0.25","0","그 이후로 이 마을에는 들어갈 수 있게 됐지."
"","2","26","4294967295","26.361","31.183","26.3","29.683","0.25","0.25","0","이런 나를 받아주는 기묘한 마을이다."
"","2","26","4294967295","31.795","35.888","31.2","35","0.25","0.25","0","말은 전혀 못 알아들으니 기대하지 마라."
"1008","2","26","4294967295","0.615","4.31","1.2","3.5","0.25","0.25","0","여동생 요나가 끌려가서 사라진 지 5년."
"","2","26","4294967295","5.253","7.822","5.4","7.8","0.25","0.25","0","계속해서 마왕을 찾고 있지만,"
"","2","26","4294967295","8.036","11.268","8.036","10","0.25","0.25","0","아직 단서를 찾지 못하고 있다."
"","2","26","4294967295","12.144","17.762","12.7","18.2","0.25","0.25","0","5년 사이에 세상은 황폐해졌고,<LF>『흑문병』으로 죽는 사람도 늘어났다."
"","2","26","4294967295","18.307","23.328","19.3","23.328","0.25","0.25","0","그리고 나는 마물을 사냥하는 나날을 보내고 있다."
"","2","26","4294967295","24.138","30.087","25.3","30.2","0.25","0.25","0","그 싸움이 언젠가 마왕과 이어질 것으로 믿으며……"
"1009","3","26","4294967295","0","3","0","3","2","2","0","「카이네의 꿈 ~차별~」"
"1010","3","26","4294967295","0","2","0","2","0.5","0.5","0","조합 중……"
"1011","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","이틀 후"
"1012","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","1주일 후"
"1013","3","26","4294967295","0","3.5","0","3.5","0.5","0.5","0","하룻밤이 지난 후"
"1014","1","26","4294967295","0","5","0","5","1","1","0","이 세계는 반복되는 그릇의 세계.<LF>이 세계는 멸망을 피하기 위한 모습."
"","1","26","4294967295","7","12","7","12","1","1","0","검은 병. 잃어버린 운명.<LF>흰 책. 거짓 이론."
"","1","26","4294967295","14","19","14","19","1","1","0","하얀 죽음을 불러오는 소금 병사.<LF>그 이름은 레기온. 세계를 암흑으로 가둘 자."
"","1","26","4294967295","21","26","21","26","1","1","0","용의 시체는 세계에 죽음의 병을 가져왔다.<LF>용의 시체는 세계에 마의 힘을 주었다."
"","1","26","4294967295","28","33","28","33","1","1","0","미래를 검은 병으로.<LF>영혼이 없는 그릇으로 귀환하는 여행을."
"","1","26","4294967295","35","40","35","40","1","1","0","재앙은 세계를 둘로 나눴다.<LF>낮이 없는 세계와 밤이 없는 세계로."
"","1","26","4294967295","42","47","42","47","1","1","0","흑과 백. 13의 계약.<LF>시공을 초월하여 그릇의 형태는 계속 흔들린다."
"","1","26","4294967295","49","54","49","54","1","1","0","사람의 노래가 들리지 않게 된다.<LF>사람이 아닌 것의 부르짖음이 들린다."
"","1","26","4294967295","56","61","56","61","1","1","0","하늘과 용이 떨어진다.<LF>세계가 끝나는 날."
"","1","26","4294967295","63","68","63","68","1","1","0","사제가 된 꼭두각시 인형.<LF>저주를 모아 그릇을 닦는다."
"","1","26","4294967295","70","75","70","75","1","1","0","이 기록이 있는 한.<LF>사람들에게 희망이 있는 한.<LF>육체의 성지를 뺏는 피의 싸움이 시작될 것이다."
