"1000","","0","2","0","RID_FRHEAD_00130","","","","","0","-1","1330","0","127","¡Ah, hola! ¿Qué tal todo? ¿Mmm? ¿Que si ocurre algo fuera de lo normal?"
"","","0","1","0","RID_FRHEAD_00140","","","","","0","-1","1330","0","127","Bueno, la verdad es que noto una presencia extraña cada vez que me acerco al Árbol Divino."
"","","0","1","0","EID_4500_a0020_0030_X","","","","","0","1330","-1","0","2","¿El Árbol Divino?"
"","","0","1","0","RID_FRHEAD_00150","","","","","0","-1","1330","0","127","Un árbol legendario que hay en el corazón de nuestra aldea."
"","","0","1","0","EID_4500_a0020_0050_X","","","","","0","1330","1025","0","26","¿Has investigado la causa de esta... presencia?"
"","","0","1","0","RID_FRHEAD_00160","","","","","0","-1","1330","0","127","Pues no, la verdad."
"","","0","1","0","EID_4500_a0020_0070_X","","","","","0","1330","1025","0","26","¿Por qué no?"
"","","0","1","0","RID_FRHEAD_00170","","","","","0","-1","1330","0","127","Bueno, se supone que no podemos acercarnos al árbol a no ser que sea para rezar."
"","","0","1","0","EID_4500_a0020_0090_X","","","","","0","1330","1025","0","26","¡¿Y eso por qué?!"
"","","0","1","0","RID_FRHEAD_00180","","","","","0","-1","1330","0","127","No lo sé. Así han sido siempre las cosas."
"","","0","1","0","EID_4500_a0020_0110_X","","","","<CB=EID_4500_a0020_End>","0","1330","-1","0","2","Qué raro..."
"1001","","0","1","0","RID_FRHEAD_00200","","","","","0","-1","1330","0","127","Algo raro ocurre con el Árbol Divino."
"","","0","1","0","RID_FRHEAD_00210","","","","<CB=D_FOREST_FIELD_DREAM_CB_Start,0>","0","-1","1330","0","127","Eso me recuerda que tengo una historia bastante interesante que contarte. ¿Quieres escucharla?"
"1002","","0","1","0","RID_FRHEAD_00220","","","","","0","-1","1330","0","127","La presencia extraña ha abandonado el Árbol Divino."
"","","0","1","0","RID_FRHEAD_00230","","","","","0","-1","1330","0","127","Pero eso ha hecho que me pregunte por qué adoramos a un árbol. Es muy raro, ¿no? *suspiro* A veces no sé por qué hacemos nada de lo que hacemos."
"","","0","1","0","RID_FRHEAD_00240","","","","<CB=D_FOREST_FIELD_DREAM_CB_Start,0>","0","-1","1330","0","127","¡Ah, eso me recuerda que tengo una historia bastante interesante que contarte! ¿Quieres escucharla?"
"1003","","0","1","0","RID_FRYTHA_00050","","","","","0","-1","1332","0","8","¿Cosas fuera de lo normal? ¿Aquí? No, creo que no."
"","","0","1","0","RID_FRYTHA_00060","","","","<CB=D_FOREST_FIELD_DREAM_CB_Start,2>","0","-1","1332","0","8","¡Pero lo que sí tengo es una historia increíble para ti! ¿Te apetece escucharla?"
"1004","","0","1","0","RID_FRWOMA_00040","","","","","0","-1","1331","0","108","¿La llave del castillo del Señor de las sombras? ¡Deja de decir pamplinas!"
"","","0","1","0","RID_FRWOMA_00050","","","","<CB=D_FOREST_FIELD_DREAM_CB_Start,1>","0","-1","1331","0","108","Bueno, ya está bien de chorradas. ¡Hablemos de mi historia!"
"1005","","0","1","0","EID_4500_a0400_0120_X","","","<CB=BGM_D_FOREST_FIELD_FO>","","-1","0","0","0","25","Somos la hierba... Los árboles... El bosque..."
"","","0","1","0","EID_4500_a0400_0130_X","","","","","-1","0","0","0","26","......"
"","","0","1","0","EID_4500_a0400_0140_X","","","","","-1","0","0","0","2","......"
"","","0","1","0","EID_4500_a0400_0150_X","","","","","-1","0","0","0","26","¿Cómo es que no dejamos de encontrarnos con gente rara últimamente?"
"","","0","1","0","EID_4500_a0400_0160_X","","","","","-1","0","0","0","2","Le dijo la sartén al cazo, Weiss."
"","","0","1","0","EID_4500_a0400_0170_X","","","","","-1","0","0","0","26","¡Bah! ¡Como si Grimoire Weiss fuera capaz de decir tonterías de ese calibre!"
"","","0","1","0","EID_4500_a0400_0180_X","","","","","-1","0","0","0","2","Espera. Creo que aún no ha acabado."
