"1000","","0","2","0","RID_FRHEAD_00010","","","","","-1","0","0","0","127","……话……语……"
"","","0","1","0","RID_FRHEAD_00020","","","","","-1","0","0","0","127","小心……话……语。"
"","","0","1","0","EID_1500_a0020g_0080_X","","","","","-1","0","-1","0","2","话语？什么意思？"
"","","0","1","0","RID_FRHEAD_00030","","","","","-1","0","0","0","127","会传染……的话语……"
"","","0","1","0","RID_FRHEAD_00040","","","","","-1","0","0","0","127","做……梦……的……人。"
"","","0","1","0","EID_1500_a0020g_0110_X","","","","<CB=LIB_SET_CLOSE_2D_GAUGE><LF><CB=CHANGE_WINDOW_SIZE,1,1362,1018>","-1","0","-1","0","2","做梦的人？"
"1001","","0","1","0","RID_NIER_00120_NIER010","","","","","-1","0","-1","0","2","你好！"
"","","0","1","0","EID_1500_a0020g_0020_X","","","","<CB=EID_1500_a0020g_0020_End>","-1","0","0","0","74","……"
"1002","","0","1","0","EID_1500_a0020g_0020_X","","","","<CB=EID_1500_a0020g_0020_02_End>","-1","0","0","0","74","……"
"1003","","0","1","0","RID_NIER_00090","","","","","-1","0","-1","0","2","你好？"
"","","0","1","0","EID_1500_a0020g_0040_X","","","","","-1","0","0","0","8","……"
"","","0","1","0","EID_1500_a0020g_0050_X","","","","<CB=EID_1500_a0020g_0030_End>","-1","0","0","0","26","“开朗健谈的人”啊……"
"1004","","0","1","0","EID_1500_a0020g_0040_X","","","","<CB=EID_1500_a0020g_0030_02_End>","-1","0","0","0","8","……"
"1005","","0","1","0","RID_FRHEAD_00050","","","<CB=SET_ACTOR_PAUSE_ON,1362>","","0","-1","1362","0","127","谢谢你！"
"","","0","1","0","RID_FRHEAD_00060","","","","","0","-1","1362","0","127","这样一来，我终于可以恢复普通的生活了。"
"","","0","1","0","EID_1500_a0107_0030_X","","","","","0","1362","1025","0","26","不过那病症真奇怪啊。"
"","","0","1","0","RID_FRHEAD_00070","","","","<CB=EID_1500_a0020g_0010_End>","0","-1","1362","0","127","如果可以的话，也请帮帮其他村民……"
"1006","","0","1","0","RID_FRHEAD_00060","","","","","0","-1","1362","0","127","这样一来，我终于可以恢复普通的生活了。"
"","","0","1","0","EID_1500_a0107_0030_X","","","","","0","1362","1025","0","26","不过那病症真奇怪啊。"
"","","0","1","0","RID_FRHEAD_00070","","","","","0","-1","1362","0","127","如果可以的话，也请帮帮其他村民……"
"1007","","0","2","0","EID_9999_NoSound","","","","","-1","0","0","0","74","……"
"","","0","1","0","EID_1599_a0108_0020_X","","","","","-1","0","-1","0","2","这人也在做梦吗？"
"","","0","1","0","EID_1599_a0108_0030_X","","","","<CB=C_FOREST_FIELD_DREAM_CB_Start,0>","-1","0","0","0","26","恐怕是这样。"
"1008","","0","1","0","EID_1599_a0108_0040_X","","","<CB=EID_1500_a0108_0010_SN>","","-1","0","-1","0","2","那个全是文字的世界吗……我不是很喜欢那个地方。"
"","","0","1","0","EID_1599_a0108_0050_X","","","","","-1","0","0","0","26","有空抱怨，还不如赶紧解决。"
"","","0","1","0","EID_1599_a0108_0060_X","","","","<CB=LIB_SET_CLOSE_2D_GAUGE><LF><CB=BG_AND_ENV_FADE_OUT><LF><CB=CHANGE_WINDOW_SIZE,9,1363,1059>","-1","0","-1","0","2","好吧。"
"1009","","0","1","0","EID_1500_a0112_0010_X","","","<CB=SET_ACTOR_PAUSE_ON,1363>","","-1","0","0","0","2","……"
"","","0","1","0","EID_1500_a0112_0020_X","","","","","-1","0","0","0","26","……"
"","","0","1","0","EID_1500_a0112_0030_X","","","","","-1","0","0","0","2","你想说什么？"
"","","0","1","0","EID_1500_a0112_0040_X","","","","","-1","0","0","0","26","希望下次不会是迷宫……"
"","","0","1","0","EID_1500_a0112_0050_X","","","","<CB=EID_1500_a0108_0010_End>","-1","0","0","0","2","同感。"
"1010","","0","2","0","EID_1500_a0114_0010_X","","","","<CB=C_FOREST_FIELD_DREAM_CB_Start,1>","-1","0","0","0","26","这家伙也一样吗……真麻烦啊。"
"1011","","0","1","0","EID_1500_a0114_0020_X","","","","","-1","0","0","0","2","小白你明明是本书，居然不擅长文字方面的事？"
"","","0","1","0","EID_1500_a0114_0030_X","","","","<CB=LIB_SET_CLOSE_2D_GAUGE><LF><CB=BG_AND_ENV_FADE_OUT><LF><CB=CHANGE_WINDOW_SIZE,9,1364,1086>","-1","0","0","0","26","凡事都有例外。走吧。"
"1012","","0","1","0","EID_1500_a0122_0010_X","","","<CB=SET_ACTOR_PAUSE_ON,1364>","","-1","0","0","0","26","……"
"","","0","1","0","EID_1500_a0122_0020_X","","","","","-1","0","0","0","2","真够呛啊。"
"","","0","1","0","EID_1500_a0122_0030_X","","","","","-1","0","0","0","26","那种景象……感觉在哪见过……"
"","","0","1","0","EID_1500_a0122_0040_X","","","","<CB=EID_1500_a0118_0010_End>","-1","0","0","0","2","啊——饶了我吧！"
"1013","","0","1","0","EID_1500_a1025_0010_X","","","<CB=SET_ACTOR_PAUSE_ON,1364>","","-1","0","0","0","26","……"
"","","0","1","0","EID_1500_a1025_0020_X","","","","","-1","0","0","0","2","……"
"","","0","1","0","EID_1500_a1025_0030_X","","","","","-1","0","0","0","26","…………"
"","","0","1","0","EID_1500_a1025_0040_X","","","","","-1","0","0","0","2","…………"
"","","0","1","0","EID_1500_a1025_0050_X","","","","","-1","0","0","0","26","看来是失败了……"
"","","0","1","0","EID_1500_a1025_0060_X","","","","","-1","0","0","0","2","嗯。"
"","","0","1","0","EID_1500_a1025_0070_X","","","","","-1","0","0","0","26","下次行动必须更加慎重才行。"
"","","0","1","0","EID_1500_a1025_0080_X","","","","<CB=EID_1500_a0118_0010_Bad>","-1","0","0","0","2","嗯，真想放弃啊……"
"1014","","0","1","0","EID_1500_a0200_0010_X","","","","","-1","0","0","0","2","这样一来，那些村民都从梦里醒过来了吧？"
"","","0","1","0","EID_1500_a0200_0020_X","","","","","-1","0","0","0","26","嗯，只要村长的话是真的。"
"","","0","1","0","EID_1500_a0200_0030_X","","","","","-1","0","0","0","26","哎呀，再也不想碰这种文字游戏了。"
"","","0","1","0","EID_1500_a0200_0035_X","","","","","-1","0","0","0","2","好了好了，先去向村长问个好吧。"
"1015","","0","2","0","RID_FRHEAD_00080","","","","","0","-1","1362","0","127","啊，各位，谢谢你们！"
"","","0","1","0","RID_FRHEAD_00090","","","","<CB=EID_1500_a0200_020_Start>","0","-1","1362","0","127","这是我的一点心意。"
"1016","","0","1","0","EID_4500_a0400_0070_X","","","","","0","1362","-1","0","2","这好像很昂贵……我可以收下吗？"
"","","0","1","0","RID_FRHEAD_00100","","","","","0","-1","1362","0","127","当然可以。"
"","","0","1","0","RID_FRHEAD_00110","","","","","0","-1","1362","0","127","这件东西好像很有名，但这个和平的村子并不需要用到它。"
"","","0","1","0","EID_4500_a0400_0100_X","","","","","0","1362","-1","0","2","那我就恭敬不如从命了。"
"","","0","1","0","RID_FRHEAD_00120","","","","<CB=EID_1500_a0200_020_End>","0","-1","1362","0","127","衷心感谢你们！"
"1017","","0","1","0","EID_4500_a0400_0050_X","","","","","-1","0","0","0","26","和这些家伙说话真费劲，可以下次再说吗？"
"1018","1019","1","1","0","NV_ID_1344","","","<CB=SET_ACTOR_PAUSE_ON,1362>","","-1","0","0","0","","白之书：“这种奇怪的感觉是怎么回事？”<LF>"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“白之书”困惑地大叫道。<LF>"
"","","1","1","0","NV_ID_1348","","","","","-1","0","0","0","","白之书：“我哪有‘困惑'，没礼貌！”<LF>"
"1019","1020","1","1","0","NV_ID_1350","","","","","-1","0","0","0","","<NIER>：“这是怎么回事？？”<LF>"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","村长的身体动了动，缓缓睁开了眼睛。<LF>"
"","","1","1","0","NV_ID_1354","","","","","-1","0","0","0","","白之书：“可以问问这家伙。”"
"1020","1021","1","1","0","NV_ID_1355","","","","","-1","0","0","0","","村长：“你们是？”<LF>"
"","","1","1","0","NV_ID_1357","","","","","-1","0","0","0","","<NIER>：“我叫<NIER>。听说这座村子发生了异变。”<LF>"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","村长注视着“白之书”和<NIER>。<LF>"
"1021","1022","1","1","0","NV_ID_1361","","","","","-1","0","0","0","","村长：“你们能和我说话，”<LF>"
"","","1","1","0","NV_ID_1362","","","","","-1","0","0","0","","村长：“说明你们被卷入梦境了。”<LF>"
"","","1","1","0","NV_ID_1363","","","","","-1","0","0","0","","<NIER>：“梦境？”<LF><LF>"
"1022","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","村长答道。"
"","","1","1","0","EID_9999_NoSound","","","","<CB=CHANGE_WINDOW_SIZE,2,1362,1023>","-1","0","0","0","","近一个月，一种名叫“死亡梦境”的神秘疾病在“神话之森”蔓延开来。<STOP><LF>那是一种怪病，一旦睡着就会一直做梦，再也醒不过来。<STOP><LF>村长曾查过原因，<LF>但刚查出那是一种通过话语传播的特殊疾病，他自己也病倒了。"
"1023","1024","1","1","0","NV_ID_0002","","","<CB=SET_ACTOR_PAUSE_ON,1362>","","-1","0","0","0","","“白之书”大声叫道：“什么？”"
"","","1","1","0","NV_ID_0003","","","","","-1","0","0","0","","“汝是说吾等被卷入了汝的梦境？”"
"","","1","1","0","NV_ID_0004","","","","","-1","0","0","0","","“哈……恐怕是的……”"
"","","1","1","0","NV_ID_0005","","","","","-1","0","0","0","","“也就是说我们也患上了‘死亡梦境'？”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","没等村长回答<NIER>的问题，“白之书”就急忙大叫："
"","","1","1","0","NV_ID_0007","","","","","-1","0","0","0","","“不可能！什么时候？怎么发生的？吾可没睡着啊。”"
"","","1","1","0","NV_ID_0008","","","","","-1","0","0","0","","“因为‘死亡梦境'就是这样一种病。”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","村长敷衍地说道。"
"","","1","1","0","NV_ID_0010","","","","","-1","0","0","0","","“别‘敷衍'啊！”"
"","","1","1","0","EID_9999_NoSound","","","","<CB=BG_AND_ENV_FADE_OUT>","-1","0","0","0","","村长叫<NIER>他们详细说说<STOP><LF>来到这个村子后和什么人说过什么话。"
"1024","","1","1","0","NV_ID_0012","","","","","-1","0","0","0","","“你们应该是因为某种契机进入了梦境。”村长断言道。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","<NIER>和“白之书”各自回想了一下，但却想不出什么。<STOP><LF>他们终于深刻地认识到自己平时说话是多么随意，<STOP><LF>原来自己既不在意自己说的话，也没把别人的话当回事。"
"","","1","1","0","NV_ID_0014","","","","","-1","0","0","0","","“不好意思，吾平时说话很随便！”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“白之书”低声说道，心情似乎很糟。"
"","","1","1","0","NV_ID_0016","","","","","-1","0","0","0","","“不是‘似乎'，就是很糟。<STOP>毫无疑问！”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“白之书”急躁地仰望天空。<STOP><LF>他似乎觉得有人在天上看着这一切，其实那里什么都没有。"
"","","1","1","0","NV_ID_0018","","","","","-1","0","0","0","","“吾知道！<STOP>别管吾了！”"
"","","1","1","0","EID_9999_NoSound","","","","<CB=CHANGE_WINDOW_SIZE,9,1362,1025>","-1","0","0","0","","之后“白之书”再没说过话。<STOP><LF>他的话让气氛变得十分紧张，<NIER>受到感染，勉强叹了口气。"
"1025","1026","1","1","0","EID_9999_NoSound","","","<CB=SET_ACTOR_PAUSE_ON,1362>","","-1","0","0","0","","“啊……‘传染'……”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“传染怎么了？”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“好像……村里的人说过‘小心会传染的话语'吧！”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“什么是会传染的话语？”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","村长推开“白之书”，自己的身体向前倾。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“那个……做梦的<WAIT=0.5>……<WAIT=0.5>……<WAIT=0.5>做梦的……什么来着？”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“羊？”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","被晾在一边的“白之书”随口一说，想要加入对话，但被无视了。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“是人！‘做梦的人'！”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","听到<NIER>的叫声，村长从怀里取出一叠纸边翻边点头。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“就是这个！<STOP>做梦的人！！<STOP>以前也有这样的报告。<STOP><LF>一听到这话，你们就睡着了，对吧？”"
"1026","1027","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","村长拿着短短的铅笔边写边疑惑地歪过头。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“我把弄清这种疑难杂症当成头等大事，一直在搜集病例……可是，这是首例进入他人梦境的例子。”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“白之书”立即大骂起来。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“你怎么在梦里还这么积极地研究疾病，<LF>不是应该先拿出同样的热情想办法从梦里醒来吗？”"
"1027","1028","1","1","0","EID_9999_NoSound","","","<CB=snow_Weapon_Appear_Change>","","-1","0","0","0","","村长的手停住了。他依然没看“白之书”，压低声音说道："
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“我找过了！<STOP><LF>从发现我被困在自己梦里的那一刻起就在找了！现在还在找！<STOP><LF>可是……这里终究是我的梦。<STOP><LF>就算找遍每一个角落，也不会有我不知道的事！<STOP><LF>事已至此……我也知道意义不大，可是我除了研究病例还能干什么！”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","一口气说完之后，村长显得很苦恼。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“你看过我们村了吧？这里虽小，但是很美，对吧？<STOP><LF>村民也都是好人。<STOP><LF>可是……这种疾病肆虐……<STOP><LF>身为村长，我想让村子变回从前的样子。<STOP><LF>为了这个心愿，就算是不熟悉的领域，我也会埋头去研究。”"
"1028","1029","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","听到村长的心声，<NIER>重重地点了点头。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“诶……我没‘点头'啊……”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“如果有我们能做的，我们在所不辞。”<NIER>说道。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“诶……我没说啊……”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“安静点！”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“白之书”厉声说完后看了看<NIER>和村长。<STOP><LF>他一改之前的表情，脸上充满了自信。<STOP><LF>似乎有所发现。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“嗯，吾有‘发现'。村长，汝说过在自己的梦里不会有自己不知道的事。可是，汝认识吾等吗？”"
"1029","1030","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","村长吃惊地抬起头，红着脸摇了摇头。"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“不，我不认识！”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“吾曾听说人的梦是无限的。<STOP><LF>放心吧。这片无限的森林中一定藏着让人从梦里醒来的方法。<STOP><LF>吾等帮你找出来。”<LF>"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“谢谢。”村长深深地鞠了一躬，“白之书”背过身，似乎很不好意思。"
"1030","1031","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","“不必道谢。毕竟吾等和汝一样，也想从梦中醒来。”"
"","","1","1","0","EID_9999_NoSound","","","","","-1","0","0","0","","村长感觉到自己的梦境出现了新的转机。<STOP><LF>说不定……说不定……"
